193264	455381
188126	470718
374649	280383
44512	805292
144750	7279
326498	118074
471629	349059
263087	496242
471914	471916
215157	484447
35947	717323
367985	250795
335886	659710
197562	459660
133476	470100
708828	805395
1806	326946
225634	225632
148462	686375
200275	467665
119776	533779
1601626	348491
643194	545613
747303	747305
108916	212807
464230	462656
109880	240376
464344	359968
324776	980949
550013	415569
796108	808713
109880	240391
38085	628659
109880	240405
462299	359968
169759	497472
91137	838111
149997	254439
113550	454009
601443	277851
34194	367491
59294	240613
54309	315122
266581	808628
632819	472180
448215	461570
54309	198862
458285	377856
515691	515719
42951	211236
54309	794431
634	460499
460005	460013
266581	808638
54309	191560
848816	848892
910143	533566
765443	685326
283313	976760
30515	1013273
171540	459300
249765	810767
671764	671772
266008	300765
969569	952152
54309	700357
1086934	1086939
230748	671831
217144	813638
42951	819381
48659	2202
177660	261444
54309	54012
951741	1007657
291095	810270
258182	331002
80649	255513
60757	271951
31369	321101
31369	813526
80660	360517
817534	817538
476083	476090
370888	237869
306438	814986
11479	453701
107095	1510157
476083	476095
386394	761073
168055	454217
330594	451098
330594	451099
454659	454666
442204	451036
10232	450745
815004	815003
53118	1656802
113550	529437
981403	981404
574354	990985
632988	353637
33995	966772
33995	966772
133587	451388
647871	647778
306438	815012
68369	447672
510742	520337
47614	438589
151567	452015
163511	667657
327043	692194
11479	453702
55472	134340
162450	553400
327043	692196
443917	443918
537688	537693
520356	31115
337488	611405
339438	515909
9109	558907
3878	444946
339438	339498
388791	348491
442391	442570
439092	439675
398238	837216
442818	327659
187001	567778
110655	441167
67695	969968
103476	177220
210518	567820
8866	999541
1007934	1007936
943025	1022974
237136	821757
348245	347878
444062	75947
558069	558072
42951	154170
425069	437450
447393	348803
1035	225119
438337	734287
814407	814408
42951	39567
42951	196017
336265	243083
440074	440075
42951	510750
517918	643167
159364	529886
259637	991415
1389948	1657900
145807	448364
267124	267136
302290	302291
824904	824766
42951	328062
439500	439504
821857	557435
113550	558124
190478	320741
445729	448894
432484	911103
42951	644033
1389948	1657902
653609	649379
269545	269546
426282	426283
269545	272319
42951	52330
291493	151378
130468	175344
178736	215289
254278	255201
120983	558240
87045	434094
92431	433677
120983	558244
31389	1024764
31389	1024781
87045	434099
87045	434098
245198	433650
566739	571339
433651	433650
190633	472806
131657	633370
814431	814472
131657	633373
434438	434440
348610	432541
70997	559366
145041	432836
814431	814475
270214	401345
31389	1024781
971944	591447
270214	667846
270214	667848
24204	828548
883973	54099
427302	428592
189057	488490
189057	488479
114841	238758
114841	286509
48444	4428
424252	273073
395460	163917
35088	611799
493815	493818
831093	831230
911583	414724
364535	423002
580044	55487
422242	422244
423523	423524
898972	991686
168515	629048
372334	263325
831828	831831
55583	460507
359589	419273
516248	516273
419413	326946
562095	562112
5661	328624
338957	418407
270121	520838
506327	312136
953	297738
76222	236300
1997	327270
42951	383283
432596	833963
416451	278072
328614	221498
286971	415985
87127	523726
86316	414475
351095	743396
73443	237212
122485	237212
114038	237212
399964	545682
403658	360233
838622	838625
692850	239069
42446	5411
68978	79092
845201	845203
190769	410296
164466	390555
844239	844240
480503	480525
970706	748656
62127	430808
302922	405486
1035	326946
316447	538161
42951	196017
1601822	1126354
43638	404311
46812	381295
562095	562109
283804	402382
267569	639125
164337	1011052
35542	245208
398086	348491
76606	22860
42951	52330
397249	397260
848113	848116
216283	363685
398361	363685
137207	345113
603445	848321
39681	398117
348083	348118
395527	395532
329563	480605
533417	255459
53433	349019
46322	395304
82398	574934
9444	357518
448607	460507
35564	548573
1601822	1336695
488	470236
654274	635840
174715	391019
246353	854497
853189	447705
259554	982106
71624	112184
489238	169348
105989	352611
105989	352611
979983	982102
929	391762
286662	833180
597426	740535
970970	970887
971158	971164
122053	564189
150763	426519
602552	571977
1084797	871306
116138	388672
139417	673022
7422	271524
57106	385023
889549	554477
699358	423589
190773	575064
59321	320741
844850	982243
57106	385019
57106	384994
57106	385246
57106	385247
732688	564944
81073	186497
122	382940
654437	352926
587712	668147
140767	30712
9109	558855
258996	654474
9109	558856
504	412276
129413	862564
297189	380951
862254	862268
168829	186497
447270	659868
204547	383972
380047	380055
374519	379412
45330	580840
159498	380283
470798	470623
216707	312200
587453	153116
9109	558856
937036	1169521
379625	379631
125245	150323
216707	345571
379399	193221
379399	379400
197495	360507
338572	378344
49915	485925
38193	378383
140355	366569
1601822	1420420
992634	992635
862670	692860
447270	929710
598135	863401
78415	326946
136505	516836
993354	993346
9109	558886
31389	1024784
31389	1024776
98390	55933
662248	47852
252123	1061
21691	1061
12506	121159
31389	1024784
971944	253898
107734	376267
39980	376267
102160	376267
447270	996461
50001	561474
1004657	376291
55656	1171525
78415	776893
246338	563160
174993	2388
1601822	1601841
78415	321101
125245	568468
866948	866950
46679	183291
191097	288842
125245	568471
49624	634154
3534	1018774
1601822	724427
153728	347878
868550	222012
51094	1013978
43189	179186
676109	676108
151337	373570
676109	676111
526319	514251
78415	198862
138734	467055
51094	1013979
72008	372520
297564	865489
43189	98900
111852	476728
375238	46669
415741	865134
264351	866169
685586	869749
173320	367136
279077	368403
3158	150323
312539	266750
869768	733339
915604	383205
8656	558919
294760	682118
639883	639887
620803	634275
634234	634233
337462	337659
43189	112580
61970	366857
743331	312333
494584	869792
494584	869793
52117	376003
558985	238760
558985	558992
78423	543574
141371	465082
42951	510750
42951	510750
521742	521750
1384857	1517034
610470	57588
617959	946471
42951	510750
568715	343912
88227	166682
258246	871638
363226	181484
23310	872690
46383	179262
125322	368093
151499	362556
41024	362566
190565	137013
532809	873771
339438	248602
113743	359788
42951	510750
532809	705761
108255	362336
684141	109570
57106	136839
289751	361627
489723	468926
685586	873550
72029	349736
299034	972317
335729	91864
482430	699849
272404	360797
132370	360883
97235	592562
287289	357778
185704	687746
231195	872853
311415	311424
1511	865704
68931	886133
114406	357086
32687	357518
359160	359163
685586	873565
275474	7279
41900	575467
2018	395157
144315	340714
554157	199
91367	1004967
359404	359410
198420	361476
7132	118074
2141	627906
54192	443655
142562	6924
11816	36790
101029	876170
354859	354864
23686	271524
271071	2309
877018	156414
272404	248620
277812	878548
216707	291801
420121	1009547
348521	347878
116693	521495
10944	563555
776792	776793
538966	476166
1879	549764
861004	879468
109659	132242
10527	342903
357910	972783
346504	54012
553341	23891
192251	200452
344004	307036
868550	222012
342702	2202
342702	342704
113061	340988
345998	492297
494465	513298
192251	310704
42982	316709
720870	877934
9917	549764
11203	239217
503220	503353
863179	862999
420121	878742
234198	343755
30026	413844
2977	729333
337660	337659
6983	352540
6983	352540
469735	473945
145936	201402
297415	592917
277354	676630
420121	879281
880122	849198
1658773	1476616
877466	877476
9125	381643
182868	338281
231186	339032
145374	301454
91242	334560
9125	381643
119388	340713
10720	724715
41036	10364
420121	878757
301182	448949
333093	333625
333093	333620
53774	998272
61158	474007
237016	236981
385477	307490
63251	145351
2465	329179
208789	404765
95322	881376
1518507	1601965
185056	185061
48210	560643
89861	2469
317766	317772
648391	880329
133570	327727
648391	880329
250228	334371
232365	325275
20560	325852
648391	880331
1000082	1000305
648391	880331
129138	325629
882689	882737
433872	795893
59927	531067
825419	880737
882494	379012
98663	398105
229317	113761
733836	688270
5554	191560
420121	878794
366578	481533
5038	477814
366578	481533
313828	319104
539265	533634
321540	321571
42946	255151
420121	878806
657438	673855
48157	179186
490143	490169
170714	362566
366578	481538
366578	481538
1311703	1227792
48157	57909
316201	97133
48157	514326
48157	517360
648391	880346
48157	514414
117086	186813
48157	514293
881989	881987
297811	455381
229457	287931
366578	194892
48676	317071
888131	888134
244952	637878
111707	311335
888131	888261
888131	888344
348202	348201
35461	308151
468602	1002970
317773	317772
657438	673944
156337	310404
31369	349019
196553	137291
305647	305648
308428	299941
462178	1010213
21661	304340
462178	1010218
57164	345605
802089	983078
462178	1010198
182036	1131615
317773	317772
462178	986622
334321	503771
112570	413337
361359	358584
411528	544293
888131	786939
1017695	534135
888131	888309
51689	2309
3963	38161
77597	494856
44954	439286
104377	522667
112819	281990
82246	294500
413868	497185
887954	705081
37156	255124
